Time(s),PosX(m),PosY(m),VelX(m/s),VelY(m/s)
19.880,2208.635,782.249,68.914,-63.122
19.890,2209.324,781.617,68.887,-63.195
19.900,2210.013,780.984,68.860,-63.268
19.910,2210.701,780.351,68.832,-63.341
19.920,2211.389,779.717,68.805,-63.414
19.930,2212.077,779.082,68.777,-63.487
19.940,2212.764,778.446,68.750,-63.559
19.950,2213.452,777.810,68.723,-63.632
19.960,2214.139,777.173,68.695,-63.705
19.970,2214.825,776.535,68.668,-63.777
19.980,2215.512,775.897,68.640,-63.850
19.990,2216.198,775.258,68.613,-63.923
20.000,2216.884,774.618,68.585,-63.995
20.010,2217.569,773.977,68.558,-64.068
20.020,2218.255,773.336,68.531,-64.140
20.030,2218.940,772.693,68.503,-64.212
20.040,2219.624,772.051,68.476,-64.285
20.050,2220.309,771.407,68.448,-64.357
20.060,2220.993,770.763,68.421,-64.429
20.070,2221.677,770.118,68.393,-64.502
20.080,2222.361,769.472,68.366,-64.574
20.090,2223.044,768.825,68.339,-64.646
20.100,2223.727,768.178,68.311,-64.718
20.110,2224.410,767.530,68.284,-64.790
20.120,2225.093,766.882,68.256,-64.862
20.130,2225.775,766.232,68.229,-64.934
20.140,2226.457,765.582,68.202,-65.006
20.150,2227.139,764.932,68.174,-65.078
20.160,2227.820,764.280,68.147,-65.150
20.170,2228.501,763.628,68.119,-65.222
20.180,2229.182,762.975,68.092,-65.294
20.190,2229.863,762.321,68.065,-65.366
20.200,2230.543,761.667,68.037,-65.437
20.210,2231.223,761.012,68.010,-65.509
20.220,2231.903,760.356,67.982,-65.581
20.230,2232.583,759.699,67.955,-65.652
20.240,2233.262,759.042,67.928,-65.724
20.250,2233.941,758.384,67.900,-65.796
20.260,2234.620,757.726,67.873,-65.867
20.270,2235.298,757.066,67.845,-65.939
20.280,2235.976,756.406,67.818,-66.010
20.290,2236.654,755.745,67.791,-66.081
20.300,2237.332,755.084,67.763,-66.153
20.310,2238.009,754.422,67.736,-66.224
20.320,2238.686,753.759,67.708,-66.295
20.330,2239.363,753.095,67.681,-66.367
20.340,2240.040,752.431,67.654,-66.438
20.350,2240.716,751.765,67.626,-66.509
20.360,2241.392,751.100,67.599,-66.580
20.370,2242.068,750.433,67.571,-66.651
20.380,2242.743,749.766,67.544,-66.722
20.390,2243.418,749.098,67.517,-66.793
20.400,2244.093,748.429,67.489,-66.864
20.410,2244.768,747.760,67.462,-66.935
20.420,2245.442,747.090,67.434,-67.006
20.430,2246.116,746.419,67.407,-67.077
20.440,2246.790,745.748,67.380,-67.148
20.450,2247.463,745.075,67.352,-67.218
20.460,2248.137,744.403,67.325,-67.289
20.470,2248.810,743.729,67.297,-67.360
20.480,2249.482,743.055,67.270,-67.430
20.490,2250.155,742.380,67.243,-67.501
20.500,2250.827,741.704,67.215,-67.572
20.510,2251.499,741.028,67.188,-67.642
20.520,2252.170,740.350,67.160,-67.713
20.530,2252.842,739.673,67.133,-67.783
20.540,2253.513,738.994,67.106,-67.854
20.550,2254.184,738.315,67.078,-67.924
20.560,2254.854,737.635,67.051,-67.994
20.570,2255.524,736.954,67.023,-68.065
20.580,2256.194,736.273,66.996,-68.135
20.590,2256.864,735.591,66.969,-68.205
20.600,2257.533,734.908,66.941,-68.275
20.610,2258.202,734.225,66.914,-68.345
20.620,2258.871,733.540,66.887,-68.415
20.630,2259.540,732.856,66.859,-68.485
20.640,2260.208,732.170,66.832,-68.555
20.650,2260.876,731.484,66.804,-68.625
20.660,2261.544,730.797,66.777,-68.695
20.670,2262.212,730.109,66.750,-68.765
20.680,2262.879,729.421,66.722,-68.835
20.690,2263.546,728.732,66.695,-68.905
20.700,2264.212,728.042,66.668,-68.975
20.710,2264.879,727.352,66.640,-69.044
20.720,2265.545,726.660,66.613,-69.114
20.730,2266.211,725.969,66.585,-69.184
20.740,2266.876,725.276,66.558,-69.253
20.750,2267.542,724.583,66.531,-69.323
20.760,2268.207,723.889,66.503,-69.393
20.770,2268.871,723.194,66.476,-69.462
20.780,2269.536,722.499,66.448,-69.532
20.790,2270.200,721.803,66.421,-69.601
20.800,2270.864,721.106,66.394,-69.670
20.810,2271.528,720.409,66.366,-69.740
20.820,2272.191,719.711,66.339,-69.809
20.830,2272.854,719.012,66.312,-69.878
20.840,2273.517,718.313,66.284,-69.947
20.850,2274.180,717.612,66.257,-70.017
20.860,2274.842,716.912,66.230,-70.086
20.870,2275.504,716.210,66.202,-70.155
20.880,2276.166,715.508,66.175,-70.224
20.890,2276.827,714.805,66.147,-70.293
20.900,2277.488,714.101,66.120,-70.362
20.910,2278.149,713.397,66.093,-70.431
20.920,2278.810,712.692,66.065,-70.500
20.930,2279.470,711.986,66.038,-70.569
20.940,2280.130,711.280,66.011,-70.637
20.950,2280.790,710.573,65.983,-70.706
20.960,2281.450,709.865,65.956,-70.775
20.970,2282.109,709.157,65.928,-70.844
20.980,2282.768,708.447,65.901,-70.912
20.990,2283.427,707.738,65.874,-70.981
21.000,2284.085,707.027,65.846,-71.050
21.010,2284.744,706.316,65.819,-71.118
21.020,2285.401,705.604,65.792,-71.187
21.030,2286.059,704.892,65.764,-71.255
21.040,2286.717,704.178,65.737,-71.324
21.050,2287.374,703.464,65.710,-71.392
21.060,2288.030,702.750,65.682,-71.460
21.070,2288.687,702.034,65.655,-71.529
21.080,2289.343,701.319,65.627,-71.597
21.090,2289.999,700.602,65.600,-71.665
21.100,2290.655,699.885,65.573,-71.733
21.110,2291.310,699.167,65.545,-71.801
21.120,2291.966,698.448,65.518,-71.869
21.130,2292.621,697.728,65.491,-71.937
21.140,2293.275,697.008,65.463,-72.005
21.150,2293.930,696.288,65.436,-72.073
21.160,2294.584,695.566,65.409,-72.141
21.170,2295.237,694.844,65.381,-72.209
21.180,2295.891,694.121,65.354,-72.277
21.190,2296.544,693.398,65.327,-72.345
21.200,2297.197,692.674,65.299,-72.413
21.210,2297.850,691.949,65.272,-72.480
21.220,2298.502,691.224,65.244,-72.548
21.230,2299.155,690.497,65.217,-72.616
21.240,2299.806,689.771,65.190,-72.683
21.250,2300.458,689.043,65.162,-72.751
21.260,2301.109,688.315,65.135,-72.819
21.270,2301.760,687.586,65.108,-72.886
21.280,2302.411,686.856,65.080,-72.953
21.290,2303.062,686.126,65.053,-73.021
21.300,2303.712,685.395,65.026,-73.088
21.310,2304.362,684.664,64.998,-73.156
21.320,2305.012,683.932,64.971,-73.223
21.330,2305.661,683.199,64.944,-73.290
21.340,2306.310,682.465,64.916,-73.357
21.350,2306.959,681.731,64.889,-73.424
21.360,2307.608,680.996,64.862,-73.492
21.370,2308.256,680.260,64.834,-73.559
21.380,2308.904,679.524,64.807,-73.626
21.390,2309.552,678.787,64.780,-73.693
21.400,2310.200,678.050,64.752,-73.760
21.410,2310.847,677.311,64.725,-73.827
21.420,2311.494,676.572,64.698,-73.894
21.430,2312.141,675.833,64.670,-73.960
21.440,2312.787,675.092,64.643,-74.027
21.450,2313.433,674.352,64.616,-74.094
21.460,2314.079,673.610,64.588,-74.161
21.470,2314.725,672.868,64.561,-74.227
21.480,2315.370,672.125,64.534,-74.294
21.490,2316.015,671.381,64.506,-74.361
21.500,2316.660,670.637,64.479,-74.427
21.510,2317.304,669.892,64.452,-74.494
21.520,2317.949,669.146,64.424,-74.560
21.530,2318.593,668.400,64.397,-74.626
21.540,2319.236,667.653,64.370,-74.693
21.550,2319.880,666.906,64.342,-74.759
21.560,2320.523,666.157,64.315,-74.826
21.570,2321.166,665.408,64.288,-74.892
21.580,2321.808,664.659,64.260,-74.958
21.590,2322.451,663.909,64.233,-75.024
21.600,2323.093,663.158,64.206,-75.090
21.610,2323.734,662.406,64.178,-75.156
21.620,2324.376,661.654,64.151,-75.223
21.630,2325.017,660.901,64.124,-75.289
21.640,2325.658,660.147,64.096,-75.355
21.650,2326.299,659.393,64.069,-75.420
21.660,2326.939,658.638,64.042,-75.486
21.670,2327.579,657.883,64.014,-75.552
21.680,2328.219,657.127,63.987,-75.618
21.690,2328.859,656.370,63.960,-75.684
21.700,2329.498,655.612,63.932,-75.750
21.710,2330.137,654.854,63.905,-75.815
21.720,2330.776,654.095,63.878,-75.881
21.730,2331.414,653.336,63.850,-75.947
21.740,2332.053,652.576,63.823,-76.012
21.750,2332.691,651.815,63.796,-76.078
21.760,2333.328,651.054,63.768,-76.143
21.770,2333.966,650.291,63.741,-76.209
21.780,2334.603,649.529,63.714,-76.274
21.790,2335.240,648.765,63.686,-76.339
21.800,2335.876,648.001,63.659,-76.405
21.810,2336.513,647.237,63.632,-76.470
21.820,2337.149,646.471,63.604,-76.535
21.830,2337.784,645.705,63.577,-76.600
21.840,2338.420,644.939,63.550,-76.666
21.850,2339.055,644.171,63.522,-76.731
21.860,2339.690,643.403,63.495,-76.796
21.870,2340.325,642.635,63.468,-76.861
21.880,2340.959,641.865,63.441,-76.926
21.890,2341.593,641.096,63.413,-76.991
21.900,2342.227,640.325,63.386,-77.056
21.910,2342.861,639.554,63.359,-77.120
21.920,2343.494,638.782,63.331,-77.185
21.930,2344.127,638.009,63.304,-77.250
21.940,2344.760,637.236,63.277,-77.315
21.950,2345.392,636.462,63.249,-77.380
21.960,2346.025,635.688,63.222,-77.444
21.970,2346.657,634.913,63.195,-77.509
21.980,2347.288,634.137,63.167,-77.573
21.990,2347.920,633.361,63.140,-77.638
22.000,2348.551,632.584,63.113,-77.702
22.010,2349.182,631.806,63.086,-77.767
22.020,2349.812,631.028,63.058,-77.831
22.030,2350.443,630.249,63.031,-77.896
22.040,2351.073,629.469,63.004,-77.960
22.050,2351.702,628.689,62.976,-78.024
22.060,2352.332,627.908,62.949,-78.089
22.070,2352.961,627.127,62.922,-78.153
22.080,2353.590,626.344,62.894,-78.217
22.090,2354.219,625.562,62.867,-78.281
22.100,2354.847,624.778,62.840,-78.345
22.110,2355.475,623.994,62.813,-78.409
22.120,2356.103,623.209,62.785,-78.473
22.130,2356.731,622.424,62.758,-78.537
22.140,2357.358,621.638,62.731,-78.601
22.150,2357.985,620.851,62.703,-78.665
22.160,2358.612,620.064,62.676,-78.729
22.170,2359.238,619.276,62.649,-78.792
22.180,2359.864,618.488,62.622,-78.856
22.190,2360.490,617.698,62.594,-78.920
22.200,2361.116,616.909,62.567,-78.984
22.210,2361.741,616.118,62.540,-79.047
22.220,2362.367,615.327,62.512,-79.111
22.230,2362.991,614.535,62.485,-79.174
22.240,2363.616,613.743,62.458,-79.238
22.250,2364.240,612.950,62.431,-79.301
22.260,2364.864,612.156,62.403,-79.365
22.270,2365.488,611.362,62.376,-79.428
22.280,2366.112,610.567,62.349,-79.491
22.290,2366.735,609.771,62.321,-79.555
22.300,2367.358,608.975,62.294,-79.618
22.310,2367.980,608.178,62.267,-79.681
22.320,2368.603,607.381,62.240,-79.744
22.330,2369.225,606.583,62.212,-79.807
22.340,2369.847,605.784,62.185,-79.871
22.350,2370.468,604.985,62.158,-79.934
22.360,2371.090,604.185,62.131,-79.997
22.370,2371.711,603.384,62.103,-80.060
22.380,2372.331,602.583,62.076,-80.122
22.390,2372.952,601.781,62.049,-80.185
22.400,2373.572,600.979,62.021,-80.248
22.410,2374.192,600.176,61.994,-80.311
22.420,2374.812,599.372,61.967,-80.374
22.430,2375.431,598.568,61.940,-80.436
22.440,2376.050,597.763,61.912,-80.499
22.450,2376.669,596.957,61.885,-80.562
22.460,2377.288,596.151,61.858,-80.624
22.470,2377.906,595.344,61.831,-80.687
22.480,2378.524,594.536,61.803,-80.749
22.490,2379.142,593.728,61.776,-80.812
22.500,2379.759,592.919,61.749,-80.874
22.510,2380.377,592.110,61.722,-80.937
22.520,2380.993,591.300,61.694,-80.999
22.530,2381.610,590.489,61.667,-81.061
22.540,2382.227,589.678,61.640,-81.123
22.550,2382.843,588.866,61.613,-81.186
22.560,2383.459,588.054,61.585,-81.248
22.570,2384.074,587.241,61.558,-81.310
22.580,2384.689,586.427,61.531,-81.372
22.590,2385.304,585.613,61.504,-81.434
22.600,2385.919,584.798,61.476,-81.496
22.610,2386.534,583.982,61.449,-81.558
22.620,2387.148,583.166,61.422,-81.620
22.630,2387.762,582.349,61.395,-81.682
22.640,2388.376,581.532,61.367,-81.743
22.650,2388.989,580.714,61.340,-81.805
22.660,2389.602,579.895,61.313,-81.867
22.670,2390.215,579.076,61.286,-81.929
22.680,2390.828,578.256,61.258,-81.990
22.690,2391.440,577.435,61.231,-82.052
22.700,2392.052,576.614,61.204,-82.114
22.710,2392.664,575.792,61.177,-82.175
22.720,2393.275,574.970,61.150,-82.237
22.730,2393.886,574.147,61.122,-82.298
22.740,2394.497,573.324,61.095,-82.359
22.750,2395.108,572.499,61.068,-82.421
22.760,2395.718,571.674,61.041,-82.482
22.770,2396.329,570.849,61.013,-82.543
22.780,2396.938,570.023,60.986,-82.605
22.790,2397.548,569.196,60.959,-82.666
22.800,2398.157,568.369,60.932,-82.727
22.810,2398.766,567.541,60.904,-82.788
22.820,2399.375,566.713,60.877,-82.849
22.830,2399.984,565.884,60.850,-82.910
22.840,2400.592,565.054,60.823,-82.971
22.850,2401.200,564.224,60.796,-83.032
22.860,2401.807,563.393,60.768,-83.093
22.870,2402.415,562.561,60.741,-83.154
22.880,2403.022,561.729,60.714,-83.215
22.890,2403.629,560.896,60.687,-83.275
22.900,2404.236,560.063,60.660,-83.336
22.910,2404.842,559.229,60.632,-83.397
22.920,2405.448,558.394,60.605,-83.457
22.930,2406.054,557.559,60.578,-83.518
22.940,2406.659,556.723,60.551,-83.579
22.950,2407.264,555.887,60.523,-83.639
22.960,2407.869,555.050,60.496,-83.700
22.970,2408.474,554.212,60.469,-83.760
22.980,2409.078,553.374,60.442,-83.820
22.990,2409.683,552.535,60.415,-83.881
23.000,2410.286,551.696,60.387,-83.941
23.010,2410.890,550.856,60.360,-84.001
23.020,2411.493,550.015,60.333,-84.062
23.030,2412.096,549.174,60.306,-84.122
23.040,2412.699,548.332,60.279,-84.182
23.050,2413.302,547.490,60.252,-84.242
23.060,2413.904,546.647,60.224,-84.302
23.070,2414.506,545.803,60.197,-84.362
23.080,2415.108,544.959,60.170,-84.422
23.090,2415.709,544.114,60.143,-84.482
23.100,2416.310,543.269,60.116,-84.542
23.110,2416.911,542.423,60.088,-84.602
23.120,2417.512,541.576,60.061,-84.661
23.130,2418.112,540.729,60.034,-84.721
23.140,2418.712,539.881,60.007,-84.781
23.150,2419.312,539.033,59.980,-84.841
23.160,2419.912,538.184,59.952,-84.900
23.170,2420.511,537.334,59.925,-84.960
23.180,2421.110,536.484,59.898,-85.019
23.190,2421.708,535.633,59.871,-85.079
23.200,2422.307,534.782,59.844,-85.138
23.210,2422.905,533.930,59.817,-85.198
23.220,2423.503,533.077,59.789,-85.257
23.230,2424.101,532.224,59.762,-85.316
23.240,2424.698,531.370,59.735,-85.376
23.250,2425.295,530.516,59.708,-85.435
23.260,2425.892,529.661,59.681,-85.494
23.270,2426.488,528.805,59.654,-85.553
23.280,2427.085,527.949,59.626,-85.612
23.290,2427.681,527.093,59.599,-85.671
23.300,2428.276,526.235,59.572,-85.730
23.310,2428.872,525.377,59.545,-85.789
23.320,2429.467,524.519,59.518,-85.848
23.330,2430.062,523.660,59.491,-85.907
23.340,2430.657,522.800,59.464,-85.966
23.350,2431.251,521.940,59.436,-86.025
23.360,2431.845,521.079,59.409,-86.084
23.370,2432.439,520.218,59.382,-86.143
23.380,2433.032,519.356,59.355,-86.201
23.390,2433.626,518.493,59.328,-86.260
23.400,2434.219,517.630,59.301,-86.318
23.410,2434.811,516.766,59.274,-86.377
23.420,2435.404,515.902,59.246,-86.436
23.430,2435.996,515.037,59.219,-86.494
23.440,2436.588,514.171,59.192,-86.552
23.450,2437.180,513.305,59.165,-86.611
23.460,2437.771,512.438,59.138,-86.669
23.470,2438.362,511.571,59.111,-86.728
23.480,2438.953,510.703,59.084,-86.786
23.490,2439.543,509.835,59.057,-86.844
23.500,2440.134,508.966,59.029,-86.902
23.510,2440.724,508.096,59.002,-86.960
23.520,2441.314,507.226,58.975,-87.018
23.530,2441.903,506.355,58.948,-87.076
23.540,2442.492,505.484,58.921,-87.134
23.550,2443.081,504.612,58.894,-87.192
23.560,2443.670,503.740,58.867,-87.250
23.570,2444.258,502.866,58.840,-87.308
23.580,2444.846,501.993,58.812,-87.366
23.590,2445.434,501.119,58.785,-87.424
23.600,2446.022,500.244,58.758,-87.482
23.610,2446.609,499.368,58.731,-87.539
23.620,2447.196,498.492,58.704,-87.597
23.630,2447.783,497.616,58.677,-87.655
23.640,2448.369,496.739,58.650,-87.712
23.650,2448.956,495.861,58.623,-87.770
23.660,2449.542,494.983,58.596,-87.827
23.670,2450.127,494.104,58.569,-87.885
23.680,2450.713,493.225,58.541,-87.942
23.690,2451.298,492.345,58.514,-88.000
23.700,2451.883,491.464,58.487,-88.057
23.710,2452.467,490.583,58.460,-88.114
23.720,2453.052,489.701,58.433,-88.171
23.730,2453.636,488.819,58.406,-88.229
23.740,2454.220,487.936,58.379,-88.286
23.750,2454.803,487.053,58.352,-88.343
23.760,2455.386,486.169,58.325,-88.400
23.770,2455.969,485.284,58.298,-88.457
23.780,2456.552,484.399,58.271,-88.514
23.790,2457.134,483.513,58.244,-88.571
23.800,2457.717,482.627,58.217,-88.628
23.810,2458.298,481.740,58.189,-88.685
23.820,2458.880,480.853,58.162,-88.741
23.830,2459.461,479.965,58.135,-88.798
23.840,2460.043,479.076,58.108,-88.855
23.850,2460.623,478.187,58.081,-88.912
23.860,2461.204,477.297,58.054,-88.968
23.870,2461.784,476.407,58.027,-89.025
23.880,2462.364,475.516,58.000,-89.081
23.890,2462.944,474.625,57.973,-89.138
23.900,2463.523,473.733,57.946,-89.194
23.910,2464.103,472.840,57.919,-89.251
23.920,2464.681,471.947,57.892,-89.307
23.930,2465.260,471.054,57.865,-89.364
23.940,2465.838,470.159,57.838,-89.420
23.950,2466.417,469.265,57.811,-89.476
23.960,2466.994,468.369,57.784,-89.532
23.970,2467.572,467.473,57.757,-89.589
23.980,2468.149,466.577,57.730,-89.645
23.990,2468.726,465.680,57.703,-89.701
24.000,2469.303,464.782,57.676,-89.757
24.010,2469.880,463.884,57.649,-89.813
24.020,2470.456,462.986,57.622,-89.869
24.030,2471.032,462.086,57.594,-89.925
24.040,2471.607,461.187,57.567,-89.981
24.050,2472.183,460.286,57.540,-90.036
24.060,2472.758,459.385,57.513,-90.092
24.070,2473.333,458.484,57.486,-90.148
24.080,2473.907,457.582,57.459,-90.204
24.090,2474.482,456.679,57.432,-90.259
24.100,2475.056,455.776,57.405,-90.315
24.110,2475.630,454.872,57.378,-90.371
24.120,2476.203,453.968,57.351,-90.426
24.130,2476.776,453.063,57.324,-90.482
24.140,2477.349,452.158,57.297,-90.537
24.150,2477.922,451.252,57.270,-90.592
24.160,2478.494,450.345,57.243,-90.648
24.170,2479.067,449.438,57.216,-90.703
24.180,2479.638,448.531,57.189,-90.758
24.190,2480.210,447.623,57.162,-90.814
24.200,2480.781,446.714,57.135,-90.869
24.210,2481.353,445.805,57.108,-90.924
24.220,2481.923,444.895,57.081,-90.979
24.230,2482.494,443.985,57.054,-91.034
24.240,2483.064,443.074,57.027,-91.089
24.250,2483.634,442.162,57.001,-91.144
24.260,2484.204,441.250,56.974,-91.199
24.270,2484.773,440.338,56.947,-91.254
24.280,2485.343,439.425,56.920,-91.309
24.290,2485.911,438.511,56.893,-91.364
24.300,2486.480,437.597,56.866,-91.418
24.310,2487.049,436.682,56.839,-91.473
24.320,2487.617,435.767,56.812,-91.528
24.330,2488.184,434.851,56.785,-91.582
24.340,2488.752,433.935,56.758,-91.637
24.350,2489.319,433.018,56.731,-91.692
24.360,2489.886,432.100,56.704,-91.746
24.370,2490.453,431.182,56.677,-91.801
24.380,2491.020,430.264,56.650,-91.855
24.390,2491.586,429.345,56.623,-91.909
24.400,2492.152,428.425,56.596,-91.964
24.410,2492.718,427.505,56.569,-92.018
24.420,2493.283,426.584,56.542,-92.072
24.430,2493.848,425.663,56.515,-92.126
24.440,2494.413,424.741,56.488,-92.181
24.450,2494.978,423.819,56.461,-92.235
24.460,2495.542,422.896,56.435,-92.289
24.470,2496.106,421.972,56.408,-92.343
24.480,2496.670,421.048,56.381,-92.397
24.490,2497.233,420.124,56.354,-92.451
24.500,2497.797,419.199,56.327,-92.505
24.510,2498.360,418.273,56.300,-92.559
24.520,2498.922,417.347,56.273,-92.612
24.530,2499.485,416.420,56.246,-92.666
24.540,2500.047,415.493,56.219,-92.720
24.550,2500.609,414.566,56.192,-92.774
24.560,2501.171,413.637,56.165,-92.827
24.570,2501.732,412.708,56.139,-92.881
24.580,2502.293,411.779,56.112,-92.934
24.590,2502.854,410.849,56.085,-92.988
24.600,2503.415,409.919,56.058,-93.042
24.610,2503.975,408.988,56.031,-93.095
24.620,2504.535,408.056,56.004,-93.148
24.630,2505.095,407.124,55.977,-93.202
24.640,2505.654,406.192,55.950,-93.255
24.650,2506.213,405.259,55.923,-93.308
24.660,2506.772,404.325,55.897,-93.361
24.670,2507.331,403.391,55.870,-93.415
24.680,2507.890,402.456,55.843,-93.468
24.690,2508.448,401.521,55.816,-93.521
24.700,2509.006,400.585,55.789,-93.574
24.710,2509.563,399.649,55.762,-93.627
24.720,2510.121,398.712,55.735,-93.680
24.730,2510.678,397.775,55.709,-93.733
24.740,2511.234,396.837,55.682,-93.786
24.750,2511.791,395.899,55.655,-93.839
24.760,2512.347,394.960,55.628,-93.891
24.770,2512.903,394.020,55.601,-93.944
24.780,2513.459,393.080,55.574,-93.997
24.790,2514.015,392.140,55.547,-94.050
24.800,2514.570,391.199,55.521,-94.102
24.810,2515.125,390.257,55.494,-94.155
24.820,2515.679,389.315,55.467,-94.207
24.830,2516.234,388.373,55.440,-94.260
24.840,2516.788,387.429,55.413,-94.312
24.850,2517.342,386.486,55.386,-94.365
24.860,2517.895,385.542,55.360,-94.417
24.870,2518.449,384.597,55.333,-94.469
24.880,2519.002,383.652,55.306,-94.522
24.890,2519.554,382.706,55.279,-94.574
24.900,2520.107,381.760,55.252,-94.626
24.910,2520.659,380.813,55.226,-94.678
24.920,2521.211,379.866,55.199,-94.730
24.930,2521.763,378.918,55.172,-94.782
24.940,2522.314,377.970,55.145,-94.834
24.950,2522.866,377.021,55.118,-94.886
24.960,2523.417,376.071,55.092,-94.938
24.970,2523.967,375.121,55.065,-94.990
24.980,2524.518,374.171,55.038,-95.042
24.990,2525.068,373.220,55.011,-95.094
25.000,2525.618,372.269,54.984,-95.146
25.010,2526.167,371.317,54.958,-95.197
25.020,2526.716,370.364,54.931,-95.249
25.030,2527.265,369.411,54.904,-95.301
25.040,2527.814,368.458,54.877,-95.352
25.050,2528.363,367.504,54.851,-95.404
25.060,2528.911,366.549,54.824,-95.455
25.070,2529.459,365.594,54.797,-95.507
25.080,2530.007,364.638,54.770,-95.558
25.090,2530.554,363.682,54.744,-95.610
25.100,2531.101,362.726,54.717,-95.661
25.110,2531.648,361.768,54.690,-95.712
25.120,2532.195,360.811,54.663,-95.764
25.130,2532.741,359.853,54.637,-95.815
25.140,2533.287,358.894,54.610,-95.866
25.150,2533.833,357.935,54.583,-95.917
25.160,2534.379,356.975,54.556,-95.968
25.170,2534.924,356.015,54.530,-96.019
25.180,2535.469,355.054,54.503,-96.070
25.190,2536.014,354.093,54.476,-96.121
25.200,2536.558,353.131,54.449,-96.172
25.210,2537.102,352.169,54.423,-96.223
25.220,2537.646,351.206,54.396,-96.274
25.230,2538.190,350.243,54.369,-96.325
25.240,2538.734,349.279,54.343,-96.375
25.250,2539.277,348.315,54.316,-96.426
25.260,2539.820,347.350,54.289,-96.477
25.270,2540.362,346.385,54.262,-96.527
25.280,2540.905,345.419,54.236,-96.578
25.290,2541.447,344.453,54.209,-96.628
25.300,2541.988,343.486,54.182,-96.679
25.310,2542.530,342.519,54.156,-96.729
25.320,2543.071,341.551,54.129,-96.780
25.330,2543.612,340.583,54.102,-96.830
25.340,2544.153,339.614,54.076,-96.881
25.350,2544.694,338.645,54.049,-96.931
25.360,2545.234,337.675,54.022,-96.981
25.370,2545.774,336.705,53.996,-97.031
25.380,2546.313,335.734,53.969,-97.081
25.390,2546.853,334.762,53.942,-97.131
25.400,2547.392,333.791,53.916,-97.182
25.410,2547.931,332.818,53.889,-97.232
25.420,2548.470,331.846,53.862,-97.282
25.430,2549.008,330.872,53.836,-97.331
25.440,2549.546,329.898,53.809,-97.381
25.450,2550.084,328.924,53.782,-97.431
25.460,2550.621,327.949,53.756,-97.481
25.470,2551.159,326.974,53.729,-97.531
25.480,2551.696,325.998,53.703,-97.581
25.490,2552.232,325.022,53.676,-97.630
25.500,2552.769,324.045,53.649,-97.680
25.510,2553.305,323.068,53.623,-97.729
25.520,2553.841,322.090,53.596,-97.779
25.530,2554.377,321.112,53.569,-97.829
25.540,2554.912,320.133,53.543,-97.878
25.550,2555.447,319.154,53.516,-97.927
25.560,2555.982,318.174,53.490,-97.977
25.570,2556.517,317.194,53.463,-98.026
25.580,2557.051,316.213,53.436,-98.075
25.590,2557.585,315.232,53.410,-98.125
25.600,2558.119,314.250,53.383,-98.174
25.610,2558.653,313.268,53.357,-98.223
25.620,2559.186,312.285,53.330,-98.272
25.630,2559.719,311.302,53.303,-98.321
25.640,2560.252,310.318,53.277,-98.370
25.650,2560.784,309.334,53.250,-98.419
25.660,2561.317,308.349,53.224,-98.468
25.670,2561.849,307.364,53.197,-98.517
25.680,2562.380,306.378,53.171,-98.566
25.690,2562.912,305.392,53.144,-98.615
25.700,2563.443,304.405,53.117,-98.664
25.710,2563.974,303.418,53.091,-98.712
25.720,2564.504,302.431,53.064,-98.761
25.730,2565.035,301.443,53.038,-98.810
25.740,2565.565,300.454,53.011,-98.858
25.750,2566.095,299.465,52.985,-98.907
25.760,2566.624,298.475,52.958,-98.956
25.770,2567.154,297.485,52.932,-99.004
25.780,2567.683,296.495,52.905,-99.053
25.790,2568.212,295.504,52.879,-99.101
25.800,2568.740,294.512,52.852,-99.149
25.810,2569.268,293.520,52.826,-99.198
25.820,2569.796,292.528,52.799,-99.246
25.830,2570.324,291.535,52.773,-99.294
25.840,2570.852,290.542,52.746,-99.342
25.850,2571.379,289.548,52.720,-99.390
25.860,2571.906,288.553,52.693,-99.439
25.870,2572.432,287.558,52.667,-99.487
25.880,2572.959,286.563,52.640,-99.535
25.890,2573.485,285.567,52.614,-99.583
25.900,2574.011,284.571,52.587,-99.631
25.910,2574.536,283.574,52.561,-99.679
25.920,2575.062,282.577,52.534,-99.726
25.930,2575.587,281.579,52.508,-99.774
25.940,2576.112,280.581,52.481,-99.822
25.950,2576.636,279.582,52.455,-99.870
25.960,2577.160,278.583,52.428,-99.917
25.970,2577.684,277.583,52.402,-99.965
25.980,2578.208,276.583,52.375,-100.013
25.990,2578.732,275.583,52.349,-100.060
26.000,2579.255,274.582,52.323,-100.108
26.010,2579.778,273.580,52.296,-100.155
26.020,2580.301,272.578,52.270,-100.203
26.030,2580.823,271.576,52.243,-100.250
26.040,2581.345,270.573,52.217,-100.297
26.050,2581.867,269.569,52.190,-100.345
26.060,2582.389,268.565,52.164,-100.392
26.070,2582.910,267.561,52.137,-100.439
26.080,2583.431,266.556,52.111,-100.486
26.090,2583.952,265.551,52.085,-100.533
26.100,2584.473,264.545,52.058,-100.581
26.110,2584.993,263.539,52.032,-100.628
26.120,2585.513,262.532,52.005,-100.675
26.130,2586.033,261.525,51.979,-100.722
26.140,2586.552,260.517,51.953,-100.769
26.150,2587.072,259.509,51.926,-100.815
26.160,2587.591,258.500,51.900,-100.862
26.170,2588.109,257.491,51.874,-100.909
26.180,2588.628,256.481,51.847,-100.956
26.190,2589.146,255.471,51.821,-101.003
26.200,2589.664,254.461,51.794,-101.049
26.210,2590.182,253.450,51.768,-101.096
